longitude,latitude,year,month,day,hour,minute,second,magnitude,depth
31.175,40.768,1999,11,12,19,6,30.0,4.5,10.0
31.36,40.83,1999,11,12,19,9,33.0,4.2,12.0
31.335,40.78,1999,11,12,19,14,44.64,4.0,12.0
31.468,40.785,1999,11,12,19,15,34.0,4.5,5.2
31.177,40.753,1999,11,12,20,4,45.0,4.7,3.3
31.461,40.903,1999,11,12,20,44,35.0,4.1,8.8
31.471,40.815,1999,11,12,20,53,54.0,4.3,5.4
31.387,40.972,1999,11,12,20,54,23.0,4.1,10.0
31.06,40.65,1999,11,12,21,24,46.0,4.3,8.0
31.393,40.74,1999,11,12,21,51,19.65,3.7,19.1
31.343,40.818,1999,11,12,22,1,12.0,4.1,9.5
31.153,40.772,1999,11,12,22,13,14.88,3.7,11.0
31.414,40.849,1999,11,12,22,20,56.0,4.5,13.8
31.321,40.775,1999,11,12,22,38,2.13,4.0,9.0
30.941,40.776,1999,11,12,22,49,30.0,4.3,10.0
31.392,40.784,1999,11,12,23,11,3.44,4.0,8.8
31.099,40.785,1999,11,12,23,56,56.2,4.1,0.0
31.406,40.831,1999,11,13,0,14,49.0,4.4,10.0
31.031,40.773,1999,11,13,0,54,57.0,5.1,10.0
31.474,40.825,1999,11,13,1,0,20.27,3.7,18.0
31.404,40.885,1999,11,13,1,3,3.0,4.1,10.0
31.078,40.767,1999,11,13,1,11,14.59,3.7,6.1
31.438,40.799,1999,11,13,1,57,23.04,3.8,23.0
30.219,40.824,1999,11,13,2,53,8.11,3.8,10.0
31.523,40.842,1999,11,13,3,19,29.15,3.7,40.0
31.282,40.768,1999,11,13,3,28,21.08,3.7,33.0
31.445,40.718,1999,11,13,3,57,33.0,4.1,10.0
31.447,40.829,1999,11,13,4,10,21.0,4.5,1.2
31.332,40.727,1999,11,13,4,21,29.52,4.1,15.5
31.275,40.803,1999,11,13,4,29,5.09,4.0,6.9
31.406,40.826,1999,11,13,4,41,36.69,3.7,0.1
31.253,40.808,1999,11,13,5,5,42.27,3.7,19.6
31.048,40.805,1999,11,13,8,2,34.0,4.1,8.0
30.947,40.811,1999,11,13,8,14,37.0,4.4,8.2
31.386,40.822,1999,11,13,8,33,43.0,4.4,7.1
31.51,40.774,1999,11,13,8,36,15.79,3.9,20.0
31.321,40.851,1999,11,13,8,57,8.24,3.7,15.0
31.0,40.802,1999,11,13,9,59,23.0,4.3,6.0
31.509,40.831,1999,11,13,10,10,34.0,4.5,3.5
31.498,40.84,1999,11,13,11,6,37.3,3.8,10.0
31.358,40.815,1999,11,13,11,26,48.75,3.7,20.0
31.284,40.824,1999,11,13,13,13,54.78,3.8,0.0
31.441,40.88,1999,11,13,17,49,34.82,4.0,10.0
31.478,40.872,1999,11,13,18,16,51.12,3.8,5.0
31.504,40.835,1999,11,13,18,43,44.0,4.1,10.0
31.423,40.838,1999,11,13,20,16,40.24,3.7,2.0
31.448,40.676,1999,11,14,2,48,26.64,3.7,14.0
29.12,40.625,1999,11,14,5,55,9.53,3.8,10.0
31.486,40.902,1999,11,14,11,52,31.28,3.8,14.0
31.496,40.926,1999,11,14,13,19,41.63,3.7,10.7
31.411,40.767,1999,11,14,18,3,24.25,3.7,4.0
31.478,40.894,1999,11,14,22,55,17.0,4.1,4.1
30.801,40.899,1999,11,15,3,15,5.7,3.7,5.0
30.921,40.695,1999,11,15,3,17,32.94,3.7,7.8
31.443,40.818,1999,11,15,4,4,37.16,3.7,0.0
31.2,40.774,1999,11,15,4,58,1.55,3.7,10.0
31.539,40.803,1999,11,15,5,26,49.74,3.7,26.0
31.42,40.847,1999,11,15,6,22,26.4,4.1,13.0
31.069,40.813,1999,11,15,16,26,58.0,4.1,11.3
30.177,40.723,1999,11,15,22,44,44.62,3.7,5.6
27.244,40.535,1999,11,16,0,29,21.13,3.91,10.0
31.617,40.688,1999,11,16,7,49,39.81,3.9,2.2
31.545,40.736,1999,11,16,10,8,57.88,3.7,10.0
31.286,40.684,1999,11,16,13,26,20.68,3.7,12.9
31.62,40.738,1999,11,16,17,51,19.0,5.2,10.0
26.081,40.406,1999,11,16,20,29,2.11,3.7,20.0
31.441,40.774,1999,11,16,20,50,2.78,3.6,12.9
31.353,40.765,1999,11,17,3,36,1.0,4.3,10.0
31.509,40.832,1999,11,17,8,15,27.0,4.9,9.1
31.465,40.863,1999,11,17,12,32,35.3,3.7,33.0
31.303,40.861,1999,11,17,19,22,8.8,3.7,10.0
31.094,40.736,1999,11,17,22,31,30.94,3.7,10.0
31.465,40.872,1999,11,18,13,8,19.52,3.6,10.0
31.403,40.823,1999,11,18,18,19,33.0,4.1,7.8
30.85,40.852,1999,11,19,14,1,14.0,4.4,6.6
31.044,40.794,1999,11,19,19,59,8.0,5.0,5.6
26.235,40.35,1999,11,20,2,1,17.04,4.09,5.0
25.875,40.488,1999,11,20,2,5,40.07,3.91,10.0
31.462,40.858,1999,11,20,8,44,13.0,4.1,6.9
31.292,40.817,1999,11,21,2,49,45.0,4.4,8.0
30.911,40.82,1999,11,21,4,31,42.0,4.3,9.5
30.934,40.775,1999,11,21,4,33,17.35,3.7,10.0
31.174,40.746,1999,11,21,7,53,42.0,4.1,10.0
26.127,40.444,1999,11,21,17,52,23.04,4.5,35.0
31.544,40.761,1999,11,21,22,27,34.0,4.5,10.0
31.302,40.807,1999,11,22,23,16,53.18,4.2,12.0
26.778,40.865,1999,11,26,8,7,59.96,4.1,5.0
31.498,40.796,1999,11,29,10,30,45.55,3.8,14.4
30.981,40.793,1999,12,3,12,40,27.97,4.2,43.0
29.127,40.754,1999,12,7,14,46,58.33,3.9,8.4
29.102,40.635,1999,12,10,2,3,24.19,3.7,7.2
30.718,40.766,1999,12,13,19,13,39.0,4.5,14.2
29.281,40.69,1999,12,16,1,38,39.95,3.7,0.0
29.348,40.707,1999,12,16,12,32,44.9,3.7,9.8
33.917,40.93,1999,12,19,23,37,19.0,4.1,10.0
27.402,40.82,1999,12,20,22,35,52.13,3.8,5.0
30.685,40.748,1999,12,25,11,28,47.46,3.7,0.0
27.456,40.716,1999,12,25,12,22,22.7,3.9,0.0
38.1,39.7,1999,12,28,11,22,32.0,4.3,10.0
38.0,39.7,1999,12,28,11,25,9.0,4.3,10.0
30.983,40.756,1999,12,29,10,41,58.22,3.9,23.0
30.356,40.699,1999,12,30,21,36,42.69,3.5,10.0
30.69,40.755,2000,1,4,16,26,7.0,4.1,20.0
30.128,40.74,2000,1,6,5,55,45.8,3.7,0.0
27.089,40.498,2000,1,6,6,36,1.63,3.7,0.0
25.359,40.326,2000,1,6,9,36,36.5,3.73,20.0
27.961,40.371,2000,1,10,2,48,15.81,3.9,0.0
29.956,40.724,2000,1,13,6,53,36.91,3.7,10.0
25.303,40.584,2000,1,14,18,43,59.81,3.55,5.0
31.402,40.759,2000,1,20,10,36,1.0,4.8,17.3
30.727,40.79,2000,1,23,7,24,14.66,4.2,0.0
25.628,40.712,2000,1,27,0,3,22.77,4.09,10.0
29.252,40.712,2000,1,31,14,38,51.0,4.3,9.7
29.94,40.77,2000,2,9,16,41,32.0,4.3,11.0
31.735,41.028,2000,2,14,6,56,36.0,5.0,10.6
32.989,40.661,2000,2,25,18,35,37.0,4.1,15.3
30.898,40.856,2000,2,26,3,3,40.25,3.8,25.8
27.99,40.694,2000,3,15,23,50,10.16,4.0,16.8
30.992,40.813,2000,3,22,14,49,12.03,4.0,42.0
30.754,40.866,2000,3,27,11,2,49.57,4.1,10.0
30.328,40.853,2000,4,2,18,57,38.0,4.7,2.1
25.754,40.365,2000,4,8,7,50,4.69,3.82,5.0
28.23,40.563,2000,4,15,11,3,29.33,4.3,15.1
31.338,40.734,2000,5,9,21,11,59.77,3.7,0.0
25.257,40.195,2000,5,20,4,43,1.08,3.73,18.0
34.88,40.67,2000,5,30,8,17,42.0,4.1,9.0
32.99,40.69,2000,6,6,2,41,49.8,6.0,10.0
32.94,40.73,2000,6,8,21,27,58.0,4.85,33.0
32.96,40.677,2000,6,8,21,28,0.0,4.5,32.6
32.954,40.705,2000,6,9,3,14,20.0,4.8,3.9
26.135,40.445,2000,7,3,19,14,43.58,4.3,0.0
26.062,40.428,2000,7,4,19,44,22.02,4.0,20.0
25.988,40.364,2000,7,5,23,20,38.0,4.1,10.4
29.339,40.863,2000,7,7,0,15,32.0,4.7,8.9
30.76,40.832,2000,7,7,16,23,56.52,3.7,13.6
33.55,40.854,2000,8,17,11,49,47.0,4.1,10.0
30.781,40.787,2000,8,23,13,41,29.0,5.3,15.3
29.215,40.665,2000,9,6,14,22,59.24,4.1,0.0
29.201,40.729,2000,9,19,9,22,45.51,4.0,16.0
25.686,40.226,2000,10,3,7,15,21.47,3.55,11.0
27.561,40.824,2000,10,7,22,44,46.45,4.4,6.0
25.383,40.314,2000,10,15,22,8,15.57,3.73,5.0
31.482,40.777,2000,10,19,5,6,22.55,3.8,15.3
27.19,40.446,2000,10,31,10,5,17.05,3.6,7.9
27.598,40.701,2000,11,11,22,55,52.4,3.9,10.0
30.777,40.808,2000,11,13,3,12,37.0,4.1,2.8
29.085,40.648,2000,11,22,6,59,20.72,3.7,23.0
30.397,40.685,2000,11,23,18,26,10.25,4.1,10.0
31.259,40.909,2000,11,24,16,46,20.84,3.7,10.0
27.511,40.707,2000,11,30,13,46,10.22,3.6,10.0
27.524,40.284,2000,12,9,15,37,8.6,3.9,35.0
29.07,40.9,2001,1,16,3,33,2.0,4.3,13.0
25.755,40.491,2001,2,17,10,19,22.41,3.82,10.0
27.68,40.8,2001,3,14,20,34,19.0,4.2,10.0
33.031,40.63,2001,3,22,14,2,23.0,4.7,10.8
28.821,40.866,2001,3,24,13,7,39.46,3.8,8.6
35.756,40.029,2001,4,7,4,9,36.0,4.5,6.0
25.644,40.483,2001,4,15,6,1,22.01,3.64,7.0
31.396,40.912,2001,4,18,21,6,3.5,3.7,10.0
27.378,40.301,2001,5,20,21,15,29.08,3.6,10.0
25.997,40.824,2001,5,25,9,19,59.8,3.73,7.0
27.267,40.663,2001,7,3,0,0,57.85,3.6,10.0
30.778,40.849,2001,8,8,3,1,26.59,4.0,9.4
31.522,40.936,2001,8,26,0,41,15.0,5.1,17.1
25.876,40.763,2001,9,17,15,1,39.65,3.64,10.0
25.428,40.175,2001,9,26,6,21,43.23,3.82,20.0
31.589,40.792,2001,12,3,4,35,45.85,3.7,20.0
29.122,40.628,2001,12,9,11,38,45.4,4.0,15.0
29.129,40.607,2001,12,10,2,3,24.2,3.9,7.0
30.733,40.752,2001,12,13,19,13,38.5,4.8,10.0
32.994,40.684,2002,1,20,0,10,6.0,4.1,8.3
35.737,40.164,2002,2,4,13,6,31.0,4.1,13.0
28.14,40.802,2002,2,28,8,37,52.0,4.3,11.5
25.575,40.697,2002,3,5,5,23,42.96,4.7,9.0
27.83,40.863,2002,3,23,2,36,10.0,4.1,7.0
27.832,40.812,2002,3,23,5,38,43.66,4.1,39.0
25.876,40.337,2002,3,30,22,1,20.38,3.64,20.0
32.979,40.68,2002,4,5,0,38,32.0,4.1,7.0
28.304,40.545,2002,5,5,9,22,10.0,4.1,8.0
39.516,39.701,2002,6,18,14,58,39.0,4.5,7.1
27.48,40.72,2002,7,6,1,37,6.56,4.2,12.0
27.524,40.728,2002,7,7,7,14,32.54,3.7,5.0
27.739,40.817,2002,7,23,3,27,18.9,3.6,15.0
32.64,40.96,2002,7,23,20,6,43.0,4.3,5.0
27.837,40.762,2002,8,7,11,11,57.87,3.8,2.0
40.236,39.459,2002,8,24,15,26,31.0,4.1,10.0
30.61,40.72,2002,9,17,12,5,31.0,4.3,6.0
27.511,40.671,2002,10,9,14,40,20.95,3.7,14.5
40.366,39.388,2002,10,17,0,53,4.0,4.9,18.7
40.5857,39.4544,2002,10,17,0,54,49.0,4.4,32.9
40.187,39.367,2002,10,22,15,52,15.0,4.8,17.6
27.601,40.904,2002,11,3,18,17,12.03,3.8,10.0
25.677,40.649,2002,11,10,1,10,3.63,3.73,4.0
31.542,40.797,2002,11,10,9,4,37.52,3.9,12.0
31.584,40.954,2002,11,19,14,43,33.26,4.0,30.0
39.88,39.5,2003,1,27,5,26,23.0,6.06,10.0
39.7366,39.4365,2003,1,27,6,17,28.0,4.3,4.0
39.8977,39.4424,2003,1,27,15,57,41.0,4.1,8.6
27.904,40.873,2003,2,26,6,53,37.03,3.9,7.7
30.603,40.689,2003,3,8,11,18,7.38,4.1,3.0
30.659,40.754,2003,3,8,12,59,37.88,3.9,30.0
27.64,40.643,2003,3,9,10,35,29.68,3.7,10.0
30.6035,40.7742,2003,3,9,19,1,33.0,4.1,14.0
30.549,40.743,2003,3,10,0,55,32.81,3.7,8.0
30.555,40.775,2003,3,10,4,10,8.05,3.9,13.0
30.614,40.801,2003,3,15,18,1,0.76,3.9,5.2
39.0487,39.9844,2003,3,23,17,8,28.0,4.4,11.4
30.6629,40.7781,2003,4,1,7,51,10.0,4.3,10.6
33.0052,40.6484,2003,4,10,17,47,37.0,4.3,3.1
25.623,40.277,2003,5,17,6,26,39.38,3.55,10.0
30.974,40.79,2003,5,27,23,25,32.35,4.4,10.0
27.14,40.546,2003,6,3,13,2,23.75,4.0,0.0
28.083,40.201,2003,6,9,17,44,4.0,4.7,8.3
27.9276,40.2096,2003,6,9,17,47,5.97,4.6,9.0
25.67,40.32,2003,6,10,1,1,51.0,4.2,6.0
25.143,40.177,2003,6,12,0,10,40.01,4.46,20.0
25.342,40.193,2003,6,14,10,18,7.11,3.64,15.0
26.19,40.4,2003,7,5,21,58,31.0,4.2,12.0
26.048,40.433,2003,7,5,22,34,59.66,3.7,1.0
25.802,40.544,2003,7,5,22,35,2.92,3.64,10.0
26.02,40.44,2003,7,6,19,10,28.2,5.73,17.1
26.512,40.238,2003,7,6,19,12,24.39,4.0,10.0
26.212,40.485,2003,7,6,19,17,17.08,3.7,1.0
26.087,40.461,2003,7,6,19,24,52.0,3.7,10.0
26.0,40.41,2003,7,6,19,39,50.0,4.2,19.0
26.218,40.458,2003,7,6,19,58,37.94,3.5,4.0
26.097,40.422,2003,7,6,20,2,45.68,3.9,5.7
25.947,40.5,2003,7,6,20,2,47.29,3.55,6.0
26.13,40.42,2003,7,6,20,10,16.5,5.28,17.0
26.074,40.432,2003,7,6,20,19,54.33,3.6,10.0
26.01,40.43,2003,7,6,20,48,53.0,4.1,11.0
26.04,40.39,2003,7,6,22,5,49.0,4.3,10.0
25.9266,40.4251,2003,7,6,22,42,7.78,4.7,6.0
25.708,40.511,2003,7,7,7,12,4.55,3.55,10.0
26.048,40.408,2003,7,7,10,45,49.43,3.6,7.0
25.753,40.47,2003,7,7,16,17,40.26,3.82,10.0
26.128,40.383,2003,7,7,16,44,1.33,3.6,10.5
25.96,40.412,2003,7,7,16,45,41.36,3.82,19.0
26.046,40.418,2003,7,7,16,53,40.13,3.6,10.0
27.396,40.691,2003,7,7,17,46,30.02,3.7,7.0
26.07,40.419,2003,7,8,4,31,23.48,3.8,36.0
25.936,40.497,2003,7,8,4,31,26.61,3.82,11.0
25.91,40.39,2003,7,9,22,1,57.0,3.8,13.0
25.93,40.35,2003,7,9,22,31,41.2,4.81,18.0
25.8695,40.3939,2003,7,10,1,26,17.02,4.5,10.0
25.961,40.348,2003,7,10,13,25,34.0,3.91,20.0
25.96,40.386,2003,7,10,20,14,46.52,3.55,18.0
26.068,40.423,2003,7,11,7,22,47.93,3.7,18.0
25.856,40.534,2003,7,11,7,22,51.6,3.64,5.0
27.434,40.8018,2003,7,13,5,9,49.0,4.3,14.0
25.92,40.39,2003,7,13,6,32,8.0,4.0,14.0
26.042,40.441,2003,7,18,12,52,11.02,3.7,4.4
25.818,40.523,2003,7,18,12,52,14.61,3.55,10.0
31.5222,40.9866,2003,7,25,7,21,32.0,4.5,8.0
25.9407,40.4141,2003,8,31,7,50,55.67,4.5,3.0
38.234,39.548,2003,9,24,8,13,10.0,4.9,10.0
39.1161,39.953,2003,10,11,23,33,10.0,4.1,14.8
38.5496,39.4482,2003,12,1,21,29,39.0,4.3,10.0
27.726,40.867,2004,1,29,6,34,30.5,4.0,7.0
36.52,40.65,2004,2,3,11,50,19.0,4.3,1.0
25.938,40.47,2004,2,22,1,9,49.69,3.64,11.0
26.117,40.434,2004,3,20,19,50,4.77,3.8,4.0
40.81,39.93,2004,3,25,19,30,49.0,5.64,10.0
40.827,39.88,2004,3,25,22,9,23.0,4.3,4.2
40.8115,39.9255,2004,3,26,10,22,16.12,3.82,5.0
40.76,39.9,2004,3,27,4,43,50.0,4.3,10.0
40.87,39.85,2004,3,28,3,51,10.1,5.6,5.0
40.8091,39.8764,2004,3,28,4,15,23.0,4.4,10.0
40.71,39.91,2004,3,28,4,26,26.0,4.3,10.0
40.7284,39.839,2004,3,28,4,55,1.0,4.1,8.0
40.77,39.9,2004,3,28,5,12,55.0,4.1,10.0
40.935,39.953,2004,4,1,8,35,22.0,4.6,3.7
40.83,39.96,2004,4,3,12,47,33.0,4.3,10.0
31.6206,40.8115,2004,4,13,21,47,24.0,4.4,5.0
27.6444,40.6599,2004,4,19,15,27,17.0,4.8,25.0
40.827,39.867,2004,5,1,19,48,53.0,4.4,6.8
25.478,40.197,2004,5,10,14,33,34.19,3.55,1.0
29.338,40.727,2004,5,16,3,30,49.0,4.6,8.8
25.363,40.669,2004,5,16,8,24,3.09,3.82,2.0
39.05,39.93,2004,5,23,22,41,5.0,4.1,5.0
30.584,40.574,2004,5,31,22,50,9.19,4.2,13.6
25.753,40.362,2004,6,4,13,8,52.21,3.55,10.0
25.851,40.237,2004,6,13,6,48,33.16,4.09,7.0
25.8484,40.41,2004,6,15,12,2,37.57,5.2,7.0
25.87,40.44,2004,6,15,12,2,37.8,5.22,12.0
25.894,40.445,2004,6,16,1,37,34.94,3.82,10.0
26.034,40.414,2004,6,17,12,48,47.87,3.8,19.0
25.99,40.78,2004,6,27,15,31,47.0,4.53,4.0
25.997,40.877,2004,6,27,16,26,26.37,4.09,4.0
26.119,40.814,2004,6,27,18,50,44.44,3.91,10.0
26.055,40.831,2004,6,27,20,15,22.06,3.82,10.0
26.066,40.829,2004,6,27,22,37,17.16,4.0,3.0
25.989,40.841,2004,6,28,0,46,40.1,3.55,4.0
26.215,40.897,2004,6,28,4,9,18.12,3.55,6.0
26.131,40.861,2004,6,28,6,7,16.38,4.0,10.0
26.003,40.91,2004,6,28,6,40,35.51,3.73,4.0
26.2,40.822,2004,6,28,9,59,39.99,3.91,10.0
26.142,40.832,2004,6,28,10,24,12.07,4.0,10.0
26.138,40.844,2004,6,28,10,28,40.06,3.55,3.0
26.14,40.88,2004,6,28,10,42,48.74,3.91,6.0
25.724,40.492,2004,6,28,19,10,39.61,3.55,10.0
26.14,40.89,2004,6,29,2,11,53.0,3.9,6.0
26.173,40.827,2004,6,29,2,55,38.78,3.82,10.0
26.116,40.827,2004,6,29,4,32,32.55,3.64,10.0
26.017,40.835,2004,6,29,10,15,12.98,4.09,2.0
25.986,40.83,2004,6,29,13,7,48.81,4.18,1.0
26.111,40.792,2004,6,30,20,8,31.85,4.09,1.0
26.108,40.815,2004,6,30,20,12,1.78,3.91,3.0
26.056,40.831,2004,6,30,23,20,30.24,3.91,8.0
26.107,40.839,2004,7,1,10,23,49.57,4.0,10.0
25.965,40.813,2004,7,1,10,50,0.89,4.0,5.0
26.031,40.841,2004,7,1,15,3,14.3,4.18,3.0
26.003,40.874,2004,7,1,15,6,19.25,4.0,10.0
26.022,40.827,2004,7,1,15,9,14.71,4.27,7.0
26.128,40.835,2004,7,1,15,46,58.64,4.0,3.0
26.122,40.826,2004,7,1,23,12,53.39,3.55,10.0
26.183,40.842,2004,7,3,4,13,33.93,3.55,3.0
26.139,40.825,2004,7,3,8,0,36.34,3.55,10.0
27.1943,40.5382,2004,7,11,20,44,28.0,4.6,21.1
33.4449,41.0378,2004,7,18,13,3,59.0,4.1,8.6
26.43,40.83,2004,8,13,15,13,44.0,4.3,10.0
26.387,40.798,2004,8,13,17,48,29.18,3.5,19.0
30.946,40.768,2004,9,13,1,48,37.41,3.9,10.1
28.999,40.7907,2004,9,29,15,42,8.0,4.8,13.9
38.5357,39.6262,2004,9,30,9,42,31.0,4.3,5.0
28.928,40.438,2004,10,11,1,25,11.49,3.8,10.0
40.8237,39.9298,2004,12,4,10,16,25.0,4.1,5.0
36.73,39.77,2004,12,14,22,24,20.0,4.1,10.0
27.551,40.746,2004,12,15,4,27,17.03,4.2,13.0
27.44,40.695,2004,12,18,19,32,48.64,3.6,10.0
27.454,40.719,2004,12,18,21,34,5.9,3.7,3.2
27.424,40.669,2004,12,20,13,31,56.53,3.9,19.0
25.754,40.281,2005,1,13,19,37,16.67,3.55,7.0
25.802,40.255,2005,1,13,21,6,53.44,3.55,9.0
40.8062,39.894,2005,1,14,1,7,22.0,4.1,9.0
27.725,40.639,2005,1,16,9,57,54.23,3.8,8.0
40.763,39.922,2005,1,17,17,33,31.0,4.4,10.0
25.902,40.33,2005,1,27,15,30,4.19,3.64,13.0
40.98,39.44,2005,3,12,7,36,12.2,5.66,11.1
40.86,39.35,2005,3,12,8,16,59.0,4.1,13.0
40.9,39.39,2005,3,12,8,17,45.0,4.3,10.0
40.89,39.35,2005,3,14,1,55,55.6,5.82,5.0
40.887,39.381,2005,3,14,4,58,7.0,4.7,15.8
40.8198,39.3949,2005,3,15,20,31,7.0,4.1,2.0
40.87,39.38,2005,3,18,12,42,36.0,4.1,10.0
40.74,39.41,2005,3,18,13,53,46.0,4.1,6.0
40.92,39.43,2005,3,23,21,44,53.0,5.63,10.0
40.9,39.346,2005,3,23,23,43,43.0,4.7,5.7
40.7096,39.4511,2005,3,25,6,13,38.0,4.3,6.4
27.404,40.771,2005,3,27,9,32,17.6,3.8,7.0
26.109,40.435,2005,3,27,15,25,59.15,3.8,10.0
40.9114,39.3707,2005,4,1,4,35,57.0,4.4,5.0
26.288,40.461,2005,4,4,5,25,30.47,3.6,16.5
26.062,40.412,2005,4,9,19,28,21.67,4.27,21.0
34.85,40.66,2005,4,29,22,28,9.6,4.86,31.9
37.363,40.414,2005,5,12,9,0,1.0,4.8,11.3
37.43,40.42,2005,5,12,9,25,41.0,4.88,10.6
25.915,40.274,2005,5,26,9,36,54.69,3.82,21.0
26.085,40.831,2005,5,31,2,3,39.62,3.82,10.0
27.679,40.368,2005,6,26,5,27,48.71,3.7,15.0
27.401,40.699,2005,6,27,2,58,16.11,3.8,0.0
27.393,40.656,2005,7,2,13,29,36.39,3.6,10.0
27.369,40.8,2005,7,6,23,26,12.77,4.1,11.2
37.4,40.41,2005,7,7,19,5,7.0,4.3,10.0
37.36,40.49,2005,7,7,19,33,9.0,4.3,2.0
27.535,40.324,2005,7,8,23,57,35.69,3.9,40.0
31.713,40.832,2005,7,10,7,8,28.13,3.7,3.0
28.118,40.894,2005,7,23,2,20,20.63,3.8,10.0
26.222,40.447,2005,7,30,10,56,55.14,3.9,7.0
28.142,40.407,2005,8,19,8,14,22.38,3.7,15.5
27.414,40.793,2005,8,20,6,9,47.75,3.9,15.0
31.597,40.908,2005,9,1,12,42,16.99,3.8,10.0
32.9807,40.6346,2005,9,4,5,8,58.0,4.3,4.8
29.216,40.746,2005,9,7,13,22,48.5,4.3,10.0
29.229,40.76,2005,9,7,13,50,41.43,3.9,7.1
29.222,40.708,2005,9,8,3,39,21.28,3.8,0.0
37.4118,40.3873,2005,9,24,1,37,18.0,4.1,10.0
25.742,40.819,2005,9,25,16,31,47.69,3.64,4.0
27.422,40.757,2005,10,8,2,15,20.19,3.7,10.0
37.6175,40.027,2005,10,23,5,54,19.0,4.3,5.0
27.3,40.68,2005,11,4,20,12,9.0,4.3,13.0
25.323,40.306,2005,11,11,7,24,27.99,4.18,10.0
25.337,40.235,2005,11,11,7,42,14.8,3.64,17.0
25.334,40.256,2005,11,15,5,0,55.04,3.64,20.0
25.345,40.247,2005,11,15,5,30,57.52,3.91,19.0
25.28,40.32,2005,11,15,5,51,32.0,4.1,10.0
25.338,40.251,2005,11,15,6,45,57.06,3.55,17.0
40.7822,39.9572,2005,11,21,22,43,46.0,4.4,5.6
29.066,40.656,2005,11,26,22,27,49.67,3.9,0.0
27.316,40.278,2005,12,9,21,7,17.84,3.8,8.0
40.95,39.39,2005,12,10,0,9,50.2,5.45,10.0
26.014,40.421,2005,12,13,14,32,25.73,3.7,11.0
33.3059,40.9909,2005,12,28,2,11,23.0,4.4,10.0
27.074,40.373,2006,1,13,17,8,59.78,3.5,13.4
38.7885,39.6524,2006,1,15,16,45,59.0,4.1,10.0
30.402,40.731,2006,2,8,4,7,42.0,4.5,13.7
30.354,40.748,2006,2,8,5,24,26.42,3.9,8.9
30.6145,40.7333,2006,2,10,18,58,50.5,3.8,8.3
25.341,40.232,2006,2,11,5,53,53.25,4.0,21.0
27.6558,40.6182,2006,2,12,8,48,59.59,4.09,16.4
25.945,40.388,2006,2,20,7,18,46.99,3.82,10.0
25.805,40.448,2006,2,20,7,49,52.73,3.73,5.0
25.815,40.43,2006,2,20,12,8,42.24,3.82,1.0
25.8161,40.4206,2006,2,21,2,20,8.99,4.5,8.0
26.127,40.389,2006,2,21,14,2,31.64,3.6,7.0
25.792,40.429,2006,2,23,12,44,53.11,3.64,1.0
25.879,40.42,2006,3,11,15,41,1.01,4.09,11.0
25.801,40.465,2006,3,14,19,2,51.42,3.82,10.0
28.107,40.541,2006,3,28,13,7,1.15,4.2,14.2
25.773,40.456,2006,4,26,19,13,35.08,3.55,10.0
25.883,40.388,2006,5,4,22,28,6.29,4.09,8.0
25.937,40.403,2006,5,5,0,12,18.94,3.55,4.0
27.31,40.282,2006,5,29,16,57,26.13,4.1,43.0
25.217,40.185,2006,6,12,0,17,54.96,3.64,14.0
27.516,40.785,2006,6,12,8,24,21.95,3.7,14.0
25.887,40.405,2006,6,13,21,36,6.79,4.09,1.0
25.266,40.317,2006,7,5,16,7,56.22,3.55,19.0
25.25,40.224,2006,7,11,10,20,21.28,3.73,2.0
40.9007,39.4118,2006,7,21,22,1,47.0,4.1,10.0
25.808,40.371,2006,7,31,15,4,37.19,3.91,5.0
25.932,40.305,2006,7,31,16,50,43.54,3.91,10.0
28.035,40.784,2006,8,1,21,40,38.23,3.9,10.0
25.649,40.263,2006,8,2,15,47,3.99,4.0,11.0
39.7457,39.6177,2006,8,11,8,25,24.47,4.09,5.0
37.39,39.7,2006,9,5,9,44,37.0,4.3,5.0
28.334,40.423,2006,10,12,18,12,32.81,3.9,2.0
40.8385,39.9216,2006,10,19,21,0,48.0,4.5,2.7
40.7648,39.9283,2006,10,19,22,19,28.69,4.29,3.7
28.032,40.238,2006,10,20,18,15,25.0,5.0,1.7
28.038,40.262,2006,10,20,23,29,54.89,3.6,29.0
27.984,40.255,2006,10,21,7,30,36.43,3.9,6.1
25.47,40.246,2006,10,23,17,59,23.19,3.64,10.0
25.393,40.323,2006,10,24,6,30,33.62,3.55,10.0
29.11,40.42,2006,10,24,14,0,21.7,5.08,9.3
27.748,40.851,2006,10,24,16,6,38.05,3.8,20.0
29.01,40.41,2006,10,25,0,56,0.0,3.7,20.0
29.0075,40.4686,2006,10,25,11,56,5.0,4.1,9.5
29.225,40.64,2006,10,28,15,28,26.47,3.8,7.7
39.7041,39.6164,2006,10,30,9,27,13.0,4.1,1.7
40.701,39.444,2006,11,1,21,19,47.0,4.9,10.9
33.7043,41.0317,2006,11,18,10,29,10.85,3.8,5.0
31.318,40.822,2006,11,21,9,14,12.04,3.9,27.0
25.908,40.627,2006,11,21,9,15,7.87,3.55,2.0
27.823,40.796,2006,11,22,1,30,11.79,3.8,10.0
36.9355,39.392,2006,12,4,10,58,27.29,3.99,5.0
28.05,40.832,2006,12,5,9,38,24.32,3.7,0.0
28.018,40.282,2006,12,7,22,22,31.15,3.8,5.0
